product_id,veces_solicitado,unidades_totales_vendidas,ingresos_totales,cat_Furniture,cat_Office Supplies,cat_Technology,subcat_Accessories,subcat_Appliances,subcat_Art,subcat_Binders,subcat_Bookcases,subcat_Chairs,subcat_Copiers,subcat_Envelopes,subcat_Fasteners,subcat_Furnishings,subcat_Labels,subcat_Machines,subcat_Paper,subcat_Phones,subcat_Storage,subcat_Supplies,subcat_Tables
FUR-BAR-10001039,2,2,212.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10002449,3,23,327.051,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10002710,1,4,364.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10003465,2,2,286.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10003532,2,9,907.171,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10003576,2,2,636.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10004434,1,4,2.058,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10004553,3,3,568.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10004561,1,1,518.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BAR-10004682,1,4,2.012,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10000326,1,1,531.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10000388,1,1,316.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10001048,1,1,924.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10001217,1,2,1.07,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10001853,1,2,984.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10002193,1,6,1.249,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10002369,2,7,942.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10002803,1,1,925.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10003414,2,2,694.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10004805,1,2,1.843,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BEV-10004919,2,5,536.134,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
FUR-BO-10000002,4,11,1124.3220000000001,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000008,1,2,465.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000021,1,2,243.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000022,3,14,2201.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000034,3,5,1451.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000035,5,21,774.541,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000038,4,18,2633.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000071,8,22,3046.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000087,10,34,3168.066,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000112,6,24,2394.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000120,2,10,74.189,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000148,4,11,818.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000155,4,20,1799.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000160,1,2,704.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000170,2,14,4.943,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000175,5,17,1933.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000184,1,3,158.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000195,3,12,1179.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000203,6,19,2891.987,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000208,5,33,2163.7290000000003,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000210,8,26,2121.682,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000214,1,3,292.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000243,4,28,894.8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000259,6,21,1757.914,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000265,5,14,1330.036,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000268,4,11,1505.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000269,5,13,893.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000279,5,20,376.851,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000288,5,20,796.5790000000001,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000311,2,7,1236.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000321,2,10,894.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000330,3,10,1064.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000362,5,14,1130.026,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000378,4,15,1288.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000402,2,6,834.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000411,4,24,1786.035,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000425,2,8,960.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000468,6,21,724.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000490,4,23,7.785,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000502,6,20,1349.093,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000514,3,11,1313.275,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000517,1,8,260.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000533,1,4,494.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000567,8,43,2451.197,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000596,6,24,1542.499,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000610,4,13,1377.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000616,1,6,444.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000623,1,2,311.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000624,7,26,3269.034,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000636,5,18,1688.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000655,1,3,1.109,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000666,2,9,291.015,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000668,4,10,1340.039,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000670,5,30,3063.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000676,3,16,1361.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000684,5,16,1048.061,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000699,6,24,2467.333,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000700,1,2,233.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000711,2,12,852.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000712,1,2,251.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000728,13,56,4476.911,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000734,7,20,1255.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000746,5,17,1323.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000780,5,22,2947.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000786,4,23,2268.0370000000003,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000791,1,5,483.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000797,3,7,1072.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000807,1,4,473.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000820,1,4,598.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000847,5,19,2007.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000883,2,8,950.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000889,1,2,206.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000891,4,18,2148.322,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000892,1,6,759.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000895,5,16,1976.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000936,4,11,1867.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000961,5,21,2198.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000967,5,22,1827.5230000000001,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10000980,7,15,2377.915,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001003,2,11,1556.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001010,4,20,2267.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001039,6,19,3043.546,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001042,7,25,1960.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001067,5,16,1033.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001073,4,18,1431.82,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001099,4,15,976.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001133,5,16,2159.143,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001147,6,19,2785.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001155,9,24,2900.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001165,4,14,1322.128,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001192,7,18,3156.422,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001196,4,17,1425.364,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001201,6,25,1811.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001212,7,24,3006.187,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001216,5,24,2128.3540000000003,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001233,2,9,754.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001254,1,2,288.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001255,4,16,2271.635,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001256,2,7,821.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001271,1,3,350.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001276,2,6,318.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001287,6,14,2245.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001295,3,11,1233.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001309,2,3,1236.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001318,1,4,418.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001324,3,16,1411.567,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001326,4,10,1447.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001337,10,28,2970.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001342,6,17,2346.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001356,9,28,5124.22,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001358,3,10,688.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001362,2,4,1315.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001369,4,7,666.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001370,2,3,1140.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001372,4,21,9.099,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001385,4,18,2053.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001387,4,17,1181.239,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001390,4,12,1097.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001392,4,10,1572.485,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001393,6,25,2738.108,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001405,8,38,4482.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001436,2,14,224.19,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001452,1,2,248.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001461,4,11,2123.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001471,4,26,445.103,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001476,5,9,805.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001483,9,39,2404.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001498,10,40,3193.5389999999998,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001501,9,32,2153.417,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001507,1,2,485.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001519,5,22,1118.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001524,1,5,166.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001537,3,9,1103.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001541,6,28,1909.029,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001553,4,20,7.481000000000001,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001555,3,10,1235.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001558,2,8,953.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001567,1,3,91.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001580,6,31,2430.1059999999998,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001585,9,25,2658.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001596,4,21,2142.46,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001598,6,24,1917.003,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001601,3,10,935.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001608,5,30,1570.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001619,2,6,425.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001621,6,18,2021.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001641,5,15,2139.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001646,14,43,4611.565,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001668,8,31,2289.456,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001679,4,11,1171.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001699,1,2,77.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001708,7,28,3591.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001714,2,9,980.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001721,4,10,776.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001739,6,21,2483.755,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001746,1,2,171.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001749,7,27,3101.015,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001753,9,34,3372.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001779,7,28,2805.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001781,8,30,2578.769,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001798,4,12,1264.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001811,8,26,1966.53,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001822,5,20,1018.355,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001831,4,12,2270.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001834,4,14,1899.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001835,1,2,780.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001860,5,20,2457.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001867,7,21,1528.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001872,1,6,449.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001873,2,6,674.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001874,8,29,2937.1059999999998,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001875,2,5,368.467,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001876,1,6,814.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001888,3,5,768.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001892,4,11,1363.217,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001918,3,10,1015.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001934,14,52,4555.55,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
FUR-BO-10001943,3,12,705.508,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
